Saccharomyces cerevisiae,Rhodosporidium toruloides,CS,EL,Trees,phylome,ensembl,orthomcl,treefam,eggnog,hogenom
YJL080C,RHTO_06137,1,2,3,1.00/2,,,,,
YER133W,RHTO_00824,1,2,15,1.00/14,,,,,
YER171W,RHTO_07667,0.8,1,5,1.00/4,,,,,
YOR057W,RHTO_04606,1,2,3,1.00/2,,,,,
YDR333C,RHTO_05772,1,1,1,,,,,,
YLR164W,Phy006EUKX,1,1,2,1.00/2,,,,,
YBL097W,RHTO_06437,1,2,3,1.00/2,,,,,
YJR125C,RHTO_07766,1,1,1,,,,,,
YPR086W,RHTO_01578,0.667,2,3,0.50/2,,,,,
YDL100C,RHTO_08050,1,2,3,1.00/2,,,,,
YIL046W,RHTO_04390,1,2,7,1.00/6,,,,,
YGR271C-A,RHTO_04497,1,2,3,1.00/2,,,,,
YHR072W,RHTO_04192,0.667,1,3,1.00/2,,,,,
YNL138W,RHTO_02961,0.667,1,3,1.00/2,,,,,
YOL066C,RHTO_05066,0.6,2,5,0.50/4,,,,,
YDL113C,RHTO_04181,0.8,2,5,0.75/4,,,,,
YPR040W,RHTO_02529,1,2,3,1.00/2,,,,,
YKR017C,RHTO_00465,0.5,1,2,0.50/2,,,,,
YGL203C,RHTO_02533,1,2,5,1.00/4,,,,,
YMR246W,RHTO_04350,1,2,7,1.00/6,,,,,
YOR361C,RHTO_03586,1,2,3,1.00/2,,,,,
YJR135W-A,RHTO_01093,1,2,3,1.00/2,,,,,
YHR010W,RHTO0S_06e04500g,1,2,3,1.00/2,,,,,
YPR016C,RHTO0S_09e00100g,1,2,3,1.00/2,,,,,
YLR200W,RHTO_00023,1,2,3,1.00/2,,,,,
YLR276C,RHTO_05991,0.8,1,5,1.00/4,,,,,
YJL134W,RHTO_04435,1,2,3,1.00/2,,,,,
YGR063C,RHTO_03529,1,2,3,1.00/2,,,,,
YOR058C,RHTO_01420,1,1,1,,,,,,
YHR206W,RHTO_03255,0.667,1,3,1.00/2,,,,,
YPL213W,RHTO_07303,1,2,3,1.00/2,,,,,
YGL031C,RHTO_04048,0.8,1,5,1.00/4,,,,,
YJL031C,RHTO_08082,1,2,5,1.00/4,,,,,
YER013W,RHTO_04072,1,1,10,1.00/10,,,,,
YKL210W,RHTO_05087,0.6,2,5,0.50/4,,,,,
YPL045W,RHTO_00828,1,2,3,1.00/2,,,,,
YDR282C,RHTO_04610,1,2,3,1.00/2,,,,,
YHR075C,RHTO_07770,1,2,3,1.00/2,,,,,
YPR159W,RHTO_00515,1,1,12,1.00/12,,,,,
YMR028W,RHTO_02820,1,2,3,1.00/2,,,,,
YMR239C,RHTO_04208,1,1,1,,,,,,
YGR001C,RHTO_04122,1,1,1,,,,,,
YLL057C,RHTO_03416,0.75,1,4,0.75/4,,,,,
YJL203W,RHTO_02087,1,1,1,,,,,,
YLR283W,RHTO_06716,1,2,3,1.00/2,,,,,
YPL002C,RHTO_00299,1,2,3,1.00/2,,,,,
YLL026W,RHTO_04775,1,2,5,1.00/4,,,,,
YKR016W,RHTO_00392,1,2,3,1.00/2,,,,,
YER044C,RHTO_06119,1,2,3,1.00/2,,,,,
YMR251W,RHTO_00710,0.5,1,4,0.50/4,,,,,
YBL058W,RHTO_07588,1,2,3,1.00/2,,,,,
YER016W,RHTO_05016,1,1,1,,,,,,
YLR151C,RHTO_03794,1,1,1,,,,,,
YOR287C,RHTO_01647,1,1,1,,,,,,
YBR245C,RHTO_00987,0.769,2,13,0.75/12,,,,,
YDR049W,RHTO_01574,1,2,3,1.00/2,,,,,
YGL201C,RHTO_01119,0.923,2,13,0.92/12,,,,,
YJR084W,RHTO_05029,1,1,2,1.00/2,,,,,
YAR019C,RHTO_04529,0.909,1,11,1.00/10,,,,,
YBR248C,RHTO_00280,1,2,3,1.00/2,,,,,
YOR153W,RHTO_01810,0.923,1,13,1.00/12,,,,,
YPR081C,RHTO_03126,0.667,1,3,1.00/2,,,,,
YGR231C,RHTO_03989,0.6,2,5,0.50/4,,,,,
YMR266W,RHTO_00826,1,2,7,1.00/6,,,,,
YFR052W,RHTO_07186,1,2,3,1.00/2,,,,,
YBR058C,RHTO_02980,0.667,1,3,1.00/2,,,,,
YGR101W,RHTO_02239,1,1,2,1.00/2,,,,,
YHR079C,RHTO_08132,1,1,1,,,,,,
YNR030W,RHTO_05449,1,2,3,1.00/2,,,,,
YPL171C,RHTO_06380,1,1,6,1.00/6,,,,,
YPR133C,RHTO_01793,1,2,3,1.00/2,,,,,
YJR065C,RHTO_00076,0.818,1,11,0.90/10,,,,,
YNL238W,RHTO_03037,1,2,3,1.00/2,,,,,
YHR150W,RHTO_01666,1,1,1,,,,,,
YDR291W,RHTO_03361,1,2,5,1.00/4,,,,,
YKL100C,RHTO_06744,1,2,3,1.00/2,,,,,
YPL217C,RHTO_05575,1,1,1,,,,,,
YOL127W,RHTO_07886,1,2,3,1.00/2,,,,,
YLR250W,RHTO_00330,1,1,1,,,,,,
YPL274W,RHTO_02350,1,1,4,1.00/4,,,,,
YHR111W,RHTO_06397,1,2,3,1.00/2,,,,,
YPR189W,RHTO_06746,1,2,3,1.00/2,,,,,
YDR410C,RHTO_04658,1,2,3,1.00/2,,,,,
YNL037C,RHTO_01289,0.778,2,9,0.75/8,,,,,
YLR028C,RHTO_04819,1,2,3,1.00/2,,,,,
YGR091W,RHTO_06965,1,2,3,1.00/2,,,,,
YKR048C,RHTO_06639,1,2,3,1.00/2,,,,,
YDL229W,RHTO_02569,1,1,10,1.00/10,,,,,
YLR307W,RHTO_07259,0.556,2,9,0.50/8,,,,,
YOR391C,RHTO_04781,1,1,2,1.00/2,,,,,
YBR143C,RHTO_08138,0.667,1,3,1.00/2,,,,,
YGR266W,RHTO_02978,1,1,2,1.00/2,,,,,
YOR171C,RHTO_06753,1,2,5,1.00/4,,,,,
YOR323C,RHTO_05993,1,2,3,1.00/2,,,,,
YPR148C,RHTO0S_25e00738g,1,1,1,,,,,,
YIL093C,RHTO_04926,1,2,3,1.00/2,,,,,
YCL012C,RHTO_05941,1,2,3,1.00/2,,,,,
YMR306W,RHTO_05280,0.8,1,5,1.00/4,,,,,
YDR167W,RHTO_02008,1,2,3,1.00/2,,,,,
YOR297C,Phy006EUKX,1,1,2,1.00/2,,,,,
YPL237W,RHTO_06109,1,1,1,,,,,,
YOR328W,RHTO_01810,0.923,1,13,1.00/12,,,,,
YKL129C,RHTO_00107,1,2,7,1.00/6,,,,,
YBR070C,RHTO_03499,1,1,1,,,,,,
YCR105W,RHTO_07889,0.889,1,9,1.00/8,,,,,
YGR232W,RHTO_00713,1,2,3,1.00/2,,,,,
YML055W,RHTO_04324,1,1,1,,,,,,
YBR094W,RHTO_02650,1,2,3,1.00/2,,,,,
YOL004W,RHTO_00472,0.667,1,3,1.00/2,,,,,
YDR122W,RHTO_04523,0.667,1,3,1.00/2,,,,,
YOL006C,RHTO_06293,1,2,3,1.00/2,,,,,
YNL116W,RHTO_02284,1,2,3,1.00/2,,,,,
YDR124W,RHTO_01386,1,1,1,,,,,,
YGR149W,RHTO_06739,1,2,3,1.00/2,,,,,
YOL142W,RHTO_06030,1,2,3,1.00/2,,,,,
YJR159W,RHTO_01970,0.889,1,9,1.00/8,,,,,
YNR041C,RHTO_04291,1,1,2,1.00/2,,,,,
YMR022W,RHTO0S_01e15896g,1,1,20,1.00/20,,,,,
YJL088W,RHTO_06326,1,2,3,1.00/2,,,,,
YKL067W,RHTO_03292,0.8,1,5,1.00/4,,,,,
YGL009C,RHTO_07040,0.571,2,7,0.50/6,,,,,
YPL208W,RHTO_00043,1,1,1,,,,,,
YPR191W,RHTO_00545,1,2,5,1.00/4,,,,,
YLR106C,RHTO_02443,0.667,1,3,1.00/2,,,,,
YMR212C,RHTO_05041,1,1,1,,,,,,
YBL033C,RHTO_04953,1,2,3,1.00/2,,,,,
YNL243W,RHTO_03568,0.667,1,3,1.00/2,,,,,
YCR002C,RHTO_03121,0.778,2,9,0.75/8,,,,,
YGR078C,RHTO_03725,1,2,3,1.00/2,,,,,
YBR244W,RHTO_00225,1,2,3,1.00/2,,,,,
YBR001C,RHTO_00226,1,2,3,1.00/2,,,,,
YJR117W,RHTO_04533,1,1,1,,,,,,
YKL212W,RHTO_06596,0.833,1,6,0.83/6,,,,,
YBR237W,RHTO_02267,0.842,1,19,0.89/18,,,,,
YPR091C,RHTO_00986,1,2,3,1.00/2,,,,,
YJL026W,RHTO_04356,0.667,1,3,1.00/2,,,,,
YGL047W,RHTO_06373,1,1,2,1.00/2,,,,,
YBL056W,RHTO_07607,1,2,7,1.00/6,,,,,
YOR160W,RHTO_07164,1,2,3,1.00/2,,,,,
YJL127C,RHTO_05544,1,1,1,,,,,,
YDR323C,RHTO_03071,1,1,1,,,,,,
YBL061C,RHTO_00525,1,2,5,1.00/4,,,,,
YIL065C,RHTO_04989,1,2,3,1.00/2,,,,,
YNL036W,RHTO_04980,1,1,2,1.00/2,,,,,
YBR287W,RHTO_00674,1,2,3,1.00/2,,,,,
YER173W,RHTO_05450,1,2,3,1.00/2,,,,,
YNL094W,RHTO_05972,1,1,1,,,,,,
YNL306W,RHTO_03125,1,1,1,,,,,,
YLR442C,RHTO_02836,1,1,1,,,,,,
YOR196C,RHTO_03571,1,2,3,1.00/2,,,,,
YBL026W,RHTO_08141,1,2,3,1.00/2,,,,,
YMR084W,RHTO_02329,1,1,1,,,,,,
YKL141W,RHTO_00534,1,2,3,1.00/2,,,,,
YOR232W,RHTO_08022,1,2,3,1.00/2,,,,,
YJL003W,RHTO_01800,0.667,1,3,1.00/2,,,,,
YHR040W,RHTO_05819,1,1,1,,,,,,
YIL074C,RHTO_00279,0.636,2,11,0.60/10,,,,,
YKL165C,RHTO_04504,1,1,1,,,,,,
YOL097C,RHTO_08139,1,2,3,1.00/2,,,,,
YGL234W,RHTO_01050,0.667,1,3,1.00/2,,,,,
YPL013C,RHTO_03696,1,1,2,1.00/2,,,,,
YGR152C,RHTO_07479,1,2,9,1.00/8,,,,,
YDR097C,RHTO_02195,1,2,9,1.00/8,,,,,
YOL146W,RHTO_04695,1,2,3,1.00/2,,,,,
YER091C,RHTO_07691,1,2,3,1.00/2,,,,,
YDR196C,RHTO_04302,1,2,3,1.00/2,,,,,
YHR062C,RHTO_01505,1,1,1,,,,,,
YML056C,RHTO_05912,0.667,1,3,1.00/2,,,,,
YDR484W,RHTO_04711,1,1,1,,,,,,
YCR102C,RHTO_03470,1,1,4,1.00/4,,,,,
YNR048W,RHTO_07087,1,2,3,1.00/2,,,,,
YNL059C,RHTO_07973,1,2,7,1.00/6,,,,,
YML042W,RHTO_01064,0.889,1,9,1.00/8,,,,,
YHR037W,RHTO_07378,0.571,1,7,0.67/6,,,,,
YPL184C,RHTO_04673,1,2,3,1.00/2,,,,,
YLR005W,RHTO_01663,1,2,3,1.00/2,,,,,
YEL002C,RHTO_03735,1,2,3,1.00/2,,,,,
YMR145C,RHTO_07075,1,1,2,1.00/2,,,,,
YHR048W,RHTO_01968,1,1,38,1.00/38,,,,,
YNL191W,RHTO_02054,1,1,1,,,,,,
YJL068C,RHTO_04109,1,2,3,1.00/2,,,,,
YNL250W,RHTO_07442,1,1,1,,,,,,
YJL130C,RHTO_05549,0.6,2,5,0.50/4,,,,,
YGL200C,RHTO_04925,1,2,5,1.00/4,,,,,
YNL317W,RHTO_01809,0.5,1,2,0.50/2,,,,,
YOR245C,RHTO0S_04e04720g,0.667,1,3,1.00/2,,,,,
YLR289W,RHTO_00091,0.714,2,7,0.67/6,,,,,
YNL095C,RHTO_08026,1,1,1,,,,,,
YGL240W,RHTO_01084,1,2,3,1.00/2,,,,,
YJR050W,RHTO0S_02e09692g,1,2,3,1.00/2,,,,,
YKL071W,RHTO_05739,1,1,4,1.00/4,,,,,
YOR339C,RHTO_01840,0.963,1,27,1.00/26,,,,,
YBL089W,RHTO_02128,1,2,3,1.00/2,,,,,
YGR248W,RHTO_07939,0.667,1,3,1.00/2,,,,,
YNL329C,RHTO_03330,1,2,9,1.00/8,,,,,
YHR190W,RHTO_02590,1,2,3,1.00/2,,,,,
YDR265W,RHTO_05319,1,2,3,1.00/2,,,,,
YML095C,RHTO_06086,1,1,1,,,,,,
YLR185W,RHTO_02116,1,2,3,1.00/2,,,,,
YGR056W,RHTO_06534,1,2,3,1.00/2,,,,,
YLR086W,RHTO_02845,1,1,2,1.00/2,,,,,
YML020W,RHTO_00121,1,1,1,,,,,,
YER125W,RHTO_02946,0.6,2,5,0.50/4,,,,,
YKR054C,RHTO_07288,1,1,4,1.00/4,,,,,
YER126C,RHTO_06236,1,2,3,1.00/2,,,,,
YNL110C,RHTO_00453,1,1,1,,,,,,
YAL025C,RHTO_00762,1,1,1,,,,,,
YLR403W,RHTO_04518,1,1,1,,,,,,
YMR128W,RHTO_07254,1,2,11,1.00/10,,,,,
YKR072C,RHTO_07357,1,1,1,,,,,,
YHR108W,RHTO_04118,1,1,1,,,,,,
YMR024W,RHTO_01805,1,2,3,1.00/2,,,,,
YDR345C,RHTO_00630,0.889,1,9,1.00/8,,,,,
YLR299W,RHTO_07703,1,2,7,1.00/6,,,,,
YDR353W,RHTO_06693,0.667,2,3,0.50/2,,,,,
YGL006W,RHTO_01994,1,2,7,1.00/6,,,,,
YNL281W,RHTO_03144,1,1,1,,,,,,
YBR246W,RHTO_05548,1,1,2,1.00/2,,,,,
YGL037C,RHTO_01315,1,2,3,1.00/2,,,,,
YGR195W,RHTO_03622,1,1,1,,,,,,
YPR201W,RHTO_07684,1,2,7,1.00/6,,,,,
YMR155W,RHTO_05538,1,2,3,1.00/2,,,,,
YOL058W,RHTO_05147,1,2,3,1.00/2,,,,,
YOR239W,RHTO_02989,1,2,3,1.00/2,,,,,
YPL225W,RHTO_04947,1,2,3,1.00/2,,,,,
YGR253C,RHTO0S_05e07052g,1,2,17,1.00/16,,,,,
YEL044W,RHTO_06721,1,1,1,,,,,,
YGR191W,RHTO_02350,1,1,4,1.00/4,,,,,
YCR091W,RHTO_06770,1,2,13,1.00/12,,,,,
YKR021W,RHTO_08035,1,1,1,,,,,,
YGR015C,RHTO_05441,1,2,3,1.00/2,,,,,
YHR148W,RHTO_05789,1,2,3,1.00/2,,,,,
YDR381W,RHTO_00590,1,1,1,,,,,,
YFL058W,RHTO_04330,1,2,3,1.00/2,,,,,
YOL078W,RHTO_04027,1,1,1,,,,,,
YHL023C,RHTO_03073,1,1,1,,,,,,
YOR085W,RHTO_04383,1,2,3,1.00/2,,,,,
YLR229C,RHTO0S_15e04500g,0.909,1,11,1.00/10,,,,,
YDL125C,RHTO_07695,1,1,1,,,,,,
YDL179W,RHTO_03715,1,1,1,,,,,,
YKL017C,RHTO_07767,0.857,1,7,1.00/6,,,,,
YJR153W,RHTO_03419,1,1,1,,,,,,
YIL062C,RHTO_03436,1,2,3,1.00/2,,,,,
YLR070C,RHTO_01970,1,1,10,1.00/10,,,,,
YLR195C,RHTO_02778,1,2,3,1.00/2,,,,,
YMR089C,RHTO_05017,1,2,3,1.00/2,,,,,
YGR185C,RHTO_02643,0.667,1,3,1.00/2,,,,,
YDR393W,RHTO_02064,1,2,3,1.00/2,,,,,
YPR023C,RHTO_02571,1,2,3,1.00/2,,,,,
YOR157C,RHTO_05594,0.818,2,11,0.80/10,,,,,
YKL040C,RHTO_08029,1,2,3,1.00/2,,,,,
YLR186W,RHTO_03599,1,2,3,1.00/2,,,,,
YOR275C,RHTO_07589,1,2,5,1.00/4,,,,,
YGR090W,RHTO_05794,1,2,3,1.00/2,,,,,
YEL039C,RHTO_05208,1,2,3,1.00/2,,,,,
YLR393W,RHTO_00850,1,2,3,1.00/2,,,,,
YOR270C,RHTO_02933,1,2,3,1.00/2,,,,,
YOL145C,RHTO_05882,1,2,3,1.00/2,,,,,
YER031C,RHTO_01102,0.957,1,23,1.00/22,,,,,
YPL079W,RHTO0S_19e02322g,1,2,3,1.00/2,,,,,
YBR289W,RHTO_02594,1,1,1,,,,,,
YMR304W,RHTO_02745,0.667,1,9,0.75/8,,,,,
YOL130W,RHTO_04625,1,2,3,1.00/2,,,,,
YNL007C,RHTO_01583,0.667,1,3,1.00/2,,,,,
YDR321W,RHTO_07901,0.6,1,5,0.75/4,,,,,
YBR164C,RHTO_06853,1,2,15,1.00/14,,,,,
YNL334C,RHTO_04320,1,2,3,1.00/2,,,,,
YGR154C,RHTO_00710,0.5,1,4,0.50/4,,,,,
YGR155W,RHTO_00024,1,2,9,1.00/8,,,,,
YLR051C,RHTO_05509,1,1,1,,,,,,
YJR134C,RHTO_01024,0.5,1,2,0.50/2,,,,,
YOR040W,RHTO_00838,1,2,3,1.00/2,,,,,
YFR053C,RHTO_06072,1,1,4,1.00/4,,,,,
YLR206W,RHTO_04670,1,1,1,,,,,,
YOL033W,RHTO_08004,1,2,3,1.00/2,,,,,
YOL001W,RHTO_03958,1,2,5,1.00/4,,,,,
YMR138W,RHTO_06621,1,2,15,1.00/14,,,,,
YMR203W,RHTO_02453,1,2,3,1.00/2,,,,,
YPL126W,RHTO_00890,1,1,1,,,,,,
YOR280C,RHTO_02604,0.667,1,3,1.00/2,,,,,
YBL080C,RHTO_01573,1,2,3,1.00/2,,,,,
YCR036W,RHTO_07507,1,2,3,1.00/2,,,,,
YDL070W,RHTO_08019,1,2,3,1.00/2,,,,,
YLR174W,RHTO_04315,0.667,1,3,1.00/2,,,,,
YBR267W,RHTO_03187,1,2,3,1.00/2,,,,,
YMR146C,RHTO_07594,1,2,5,1.00/4,,,,,
YLR240W,RHTO_02082,0.667,2,3,0.50/2,,,,,
YFR040W,RHTO_03030,1,2,3,1.00/2,,,,,
YKR039W,RHTO_02350,1,1,4,1.00/4,,,,,
YDL007W,RHTO_00820,0.867,2,15,0.86/14,,,,,
YGR144W,RHTO_05679,1,2,3,1.00/2,,,,,
YDR280W,RHTO_03181,1,2,5,1.00/4,,,,,
YER154W,RHTO_03435,1,2,3,1.00/2,,,,,
YER051W,RHTO_06013,1,2,3,1.00/2,,,,,
YGL158W,RHTO_04656,1,2,9,1.00/8,,,,,
YGL213C,RHTO_07360,1,1,1,,,,,,
YJR072C,RHTO_04490,0.8,2,5,0.75/4,,,,,
YMR220W,RHTO_02073,1,2,3,1.00/2,,,,,
YLR009W,RHTO_07157,1,2,3,1.00/2,,,,,
YGR234W,RHTO_04872,1,1,2,1.00/2,,,,,
YJL133W,RHTO_04847,0.846,2,13,0.83/12,,,,,
YDR284C,RHTO_05653,1,2,3,1.00/2,,,,,
YLR177W,RHTO_08074,1,1,1,,,,,,
YNL052W,RHTO_01854,1,2,3,1.00/2,,,,,
YLR231C,RHTO_02095,1,2,3,1.00/2,,,,,
YDR492W,RHTO_02632,1,2,5,1.00/4,,,,,
YPR103W,RHTO_00249,0.909,2,11,0.90/10,,,,,
YJR058C,RHTO_04211,0.714,2,7,0.67/6,,,,,
YNL297C,RHTO_04338,1,2,3,1.00/2,,,,,
YNL087W,RHTO_05174,0.6,1,5,0.75/4,,,,,
YNL003C,RHTO_06115,0.947,2,19,0.94/18,,,,,
YDR337W,RHTO_07244,1,2,3,1.00/2,,,,,
YOL147C,RHTO_03603,1,1,1,,,,,,
YKL091C,RHTO_05245,1,2,5,1.00/4,,,,,
YPL218W,RHTO_02448,0.867,2,15,0.86/14,,,,,
YJL101C,RHTO_06095,0.667,1,3,1.00/2,,,,,
YMR120C,RHTO_04819,1,2,3,1.00/2,,,,,
YDL054C,RHTO_00475,1,2,3,1.00/2,,,,,
YGR286C,RHTO_00205,1,2,3,1.00/2,,,,,
YDL192W,RHTO0S_09e03466g,1,2,15,1.00/14,,,,,
YER043C,RHTO_01695,1,2,3,1.00/2,,,,,
YGL002W,RHTO_02283,0.714,2,7,0.67/6,,,,,
YKL006W,RHTO_02373,1,2,3,1.00/2,,,,,
YMR167W,RHTO_01463,1,2,3,1.00/2,,,,,
YML074C,RHTO_06642,1,2,3,1.00/2,,,,,
YOR267C,RHTO_05632,1,2,3,1.00/2,,,,,
YOR159C,RHTO_01365,1,2,3,1.00/2,,,,,
YDR204W,RHTO_06687,1,2,3,1.00/2,,,,,
YER090W,RHTO_02730,1,2,3,1.00/2,,,,,
YPL199C,RHTO_05371,1,2,3,1.00/2,,,,,
YPL059W,RHTO_04201,0.667,1,3,1.00/2,,,,,
YDR400W,RHTO_04784,1,1,1,,,,,,
YCR072C,RHTO_06892,0.914,2,35,0.91/34,,,,,
YFR028C,RHTO_00867,1,1,1,,,,,,
YPR067W,RHTO_07166,1,2,3,1.00/2,,,,,
YML097C,RHTO_00706,1,1,2,1.00/2,,,,,
YBL021C,RHTO_04386,1,2,3,1.00/2,,,,,
YIL053W,RHTO_04434,1,1,2,1.00/2,,,,,
YOR067C,RHTO_02439,1,1,1,,,,,,
YGL030W,RHTO_02009,1,2,3,1.00/2,,,,,
YLR032W,RHTO_03613,1,1,8,1.00/8,,,,,
YPR121W,RHTO_03810,1,2,3,1.00/2,,,,,
YNL182C,RHTO_03697,1,1,1,,,,,,
YOR165W,RHTO_00802,1,2,3,1.00/2,,,,,
YNL298W,RHTO_03732,0.923,2,13,0.92/12,,,,,
YEL037C,RHTO_06060,0.667,1,3,1.00/2,,,,,
YPR048W,RHTO_03682,1,1,4,1.00/4,,,,,
YJL014W,RHTO_00027,1,2,19,1.00/18,,,,,
YNL001W,RHTO_05545,1,2,3,1.00/2,,,,,
YBR101C,RHTO_00196,1,2,3,1.00/2,,,,,
YLR328W,RHTO_06715,1,2,3,1.00/2,,,,,
YOL008W,RHTO_07367,0.667,2,3,0.50/2,,,,,
YER072W,RHTO_07226,1,2,3,1.00/2,,,,,
YGL068W,RHTO_02430,1,2,3,1.00/2,,,,,
YKL192C,RHTO_01048,0.667,2,3,0.50/2,,,,,
YKR088C,RHTO_06283,1,1,2,1.00/2,,,,,
YAR008W,RHTO_02986,1,2,3,1.00/2,,,,,
YBR029C,RHTO_01718,1,2,3,1.00/2,,,,,
YBR176W,RHTO_06605,1,2,3,1.00/2,,,,,
YHR007C,RHTO_03865,1,2,5,1.00/4,,,,,
YJR016C,RHTO_06694,1,2,5,1.00/4,,,,,
YGR006W,RHTO_06416,1,1,1,,,,,,
YFR018C,RHTO_03112,1,2,3,1.00/2,,,,,
YER175C,RHTO_02367,1,2,3,1.00/2,,,,,
YCR052W,RHTO_03767,1,1,1,,,,,,
YHR033W,RHTO_02811,1,2,3,1.00/2,,,,,
YLR153C,RHTO_08027,1,2,5,1.00/4,,,,,
YPR004C,RHTO_07923,1,2,3,1.00/2,,,,,
YPL146C,RHTO_04929,1,2,3,1.00/2,,,,,
YHL003C,RHTO_01531,1,2,5,1.00/4,,,,,
YDL214C,RHTO_05632,1,2,3,1.00/2,,,,,
YJR074W,RHTO_03184,1,2,3,1.00/2,,,,,
YHR135C,RHTO_03066,1,1,4,1.00/4,,,,,
YBL039C,RHTO_01947,1,2,3,1.00/2,,,,,
YMR132C,RHTO_07757,1,2,3,1.00/2,,,,,
YOR260W,RHTO_01717,1,2,3,1.00/2,,,,,
YLR043C,RHTO_03771,1,1,2,1.00/2,,,,,
YKR106W,RHTO_01307,1,2,7,1.00/6,,,,,
YER053C,RHTO_00474,1,2,5,1.00/4,,,,,
YDR064W,RHTO_04326,1,2,3,1.00/2,,,,,
YPL164C,RHTO_02609,1,2,3,1.00/2,,,,,
YOR090C,RHTO_05263,1,1,2,1.00/2,,,,,
YFL001W,RHTO_00892,1,2,3,1.00/2,,,,,
YDR038C,RHTO_03868,1,2,13,1.00/12,,,,,
YNL299W,RHTO_01556,0.667,1,3,1.00/2,,,,,
YER002W,RHTO_01771,1,1,1,,,,,,
YLR081W,RHTO_00630,0.923,1,13,1.00/12,,,,,
YMR200W,RHTO_07401,1,2,3,1.00/2,,,,,
YNL224C,RHTO_03832,1,1,1,,,,,,
YKL089W,RHTO_02973,1,1,1,,,,,,
YHR162W,RHTO_00084,1,1,1,,,,,,
YKL113C,RHTO_02300,0.5,1,4,0.50/4,,,,,
YPL175W,RHTO_00698,1,2,3,1.00/2,,,,,
YGL100W,RHTO_01262,1,1,1,,,,,,
YJL126W,RHTO_04812,0.8,1,5,1.00/4,,,,,
YBR227C,RHTO_03996,1,1,1,,,,,,
YNL147W,RHTO_03734,1,2,3,1.00/2,,,,,
YCR026C,RHTO_08073,1,1,1,,,,,,
YNL064C,RHTO_07000,0.889,2,9,0.88/8,,,,,
YGR205W,RHTO_07895,1,2,3,1.00/2,,,,,
YBL040C,RHTO_02554,0.667,2,3,0.50/2,,,,,
YDR268W,RHTO_03153,0.667,1,3,1.00/2,,,,,
YNL207W,RHTO_00496,1,2,3,1.00/2,,,,,
YPR110C,RHTO_03739,0.667,1,3,1.00/2,,,,,
YPL162C,RHTO_06549,1,1,1,,,,,,
YML098W,RHTO_07045,1,1,2,1.00/2,,,,,
YLR170C,RHTO0S_31e00804g,0.857,1,7,1.00/6,,,,,
YDR304C,RHTO_05198,0.818,2,11,0.80/10,,,,,
YDR224C,RHTO_04884,0.6,1,5,0.75/4,,,,,
YCR077C,RHTO_05071,1,2,3,1.00/2,,,,,
YHR216W,RHTO_05912,0.667,1,3,1.00/2,,,,,
YML064C,RHTO_01513,1,2,3,1.00/2,,,,,
YGL163C,RHTO_00645,1,2,5,1.00/4,,,,,
YOL101C,RHTO_02632,1,1,2,1.00/2,,,,,
YIR001C,RHTO_02781,1,1,1,,,,,,
YNL130C,RHTO_00276,1,2,3,1.00/2,,,,,
YBR084C-A,RHTO_04816,1,2,4,1.00/2,1.00/2,,,,
YHR122W,RHTO_02734,1,2,3,1.00/2,,,,,
YKL172W,RHTO_06877,1,2,3,1.00/2,,,,,
YLR348C,RHTO_03015,0.5,1,4,0.50/4,,,,,
YDR060W,RHTO_05002,1,2,3,1.00/2,,,,,
YDR541C,RHTO_03406,0.667,1,6,0.67/6,,,,,
YDL077C,RHTO_05166,1,2,3,1.00/2,,,,,
YER082C,RHTO_06584,1,2,3,1.00/2,,,,,
YDL067C,RHTO_00755,1,1,2,1.00/2,,,,,
YPR186C,RHTO_04569,1,2,3,1.00/2,,,,,
YOR234C,RHTO_04592,1,2,3,1.00/2,,,,,
YMR092C,RHTO_02143,1,2,3,1.00/2,,,,,
YPL181W,RHTO_06187,1,1,1,,,,,,
YPR028W,RHTO_08033,1,2,3,1.00/2,,,,,
YML109W,RHTO_04236,1,1,1,,,,,,
YDR334W,RHTO_01138,0.8,1,10,0.80/10,,,,,
YKL139W,RHTO_07815,1,2,5,1.00/4,,,,,
YLR207W,RHTO_05559,1,2,3,1.00/2,,,,,
YDL236W,RHTO_00841,0.667,1,3,1.00/2,,,,,
YDR212W,RHTO_02877,1,2,19,1.00/18,,,,,
YML010W,RHTO_04594,1,1,1,,,,,,
YMR291W,RHTO_01841,1,1,2,1.00/2,,,,,
YDL164C,RHTO_05499,0.571,2,7,0.50/6,,,,,
YGL095C,RHTO_07476,0.8,1,5,1.00/4,,,,,
YNL154C,RHTO_03066,1,1,4,1.00/4,,,,,
YNL209W,RHTO_02569,1,1,10,1.00/10,,,,,
YER012W,RHTO0S_05e02058g,1,2,3,1.00/2,,,,,
YDL066W,RHTO_04315,0.667,1,3,1.00/2,,,,,
YGL067W,RHTO_04835,1,2,3,1.00/2,,,,,
YOL060C,RHTO_02397,0.667,1,3,1.00/2,,,,,
YLR019W,RHTO_05386,1,1,1,,,,,,
YNL263C,RHTO_01499,1,2,3,1.00/2,,,,,
YBR087W,RHTO_05741,1,2,9,1.00/8,,,,,
YDL138W,RHTO_04057,1,1,8,1.00/8,,,,,
YDR458C,RHTO_02770,1,2,3,1.00/2,,,,,
YOR386W,RHTO_03641,1,2,3,1.00/2,,,,,
YML054C,RHTO_00251,0.875,1,8,0.88/8,,,,,
YBL015W,RHTO_07106,1,1,1,,,,,,
