reaction	Acetate	Glycerol	Xylose	Xylose (no PK-PTA)
5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase	0	0	0	0
N4-Acetylaminobutanal:NAD+ oxidoreductase	0	0	0	0
Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3)	0	0	0	0
Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3)	0	0	0	0
Chloroacetaldehyde:NAD+ oxidoreductase	0	0	0	0
Aldehyde:NAD+ oxidoreductase	0	0	0	0
farnesal:NAD+ oxidoreductase	0	0	0	0
Probable phospholipid-transporting ATPase DNF3 (EC 3.6.3.1) (Aminophospholipid translocase) (APT) (Phospholipid translocase) (PLT)	0	0	0	0
S-adenosyl-L-methionine:carnosine N-methyltransferase	0	0	0	0
Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)	0	0	0	0
Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)	0	0	0	0
Glycolate:NAD+ oxidoreductase	0	0	0	0
Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase (EC 2.4.1.260) (Asparagine-linked glycosylation protein 12) (Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase) (Extracellular mutant protein 39) (Mannosyltransferase ALG12)	0	0	0	0
sucrose glucohydrolase	0	0	0	0
Isomaltose 6-alpha-D-glucanohydrolase	0	0	0	0
Dextrin 6-alpha-D-glucanohydrolase	0	0	0	0
dolichyl beta-D-glucosyl phosphate:D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase	0	0	0	0
dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase	0	0	0	0
protein N6-(octanoyl)lysine:sulfur sulfurtransferase	0	0	0	0
octanoyl-[acp]:sulfur sulfurtransferase	0	0	0	0
Iron sulfur cluster assembly protein 2, mitochondrial (Iron sulfur cluster scaffold protein 2)	0	0	0	0
thiosulfate:cyanide sulfurtranserase	0	0	0	0
Magnesium transporter MRS2, mitochondrial (RNA-splicing protein MRS2)	0	0	0	0
UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase	0	0	0	0
Putative sulfate transporter YPR003C	0	0	0	0
Pyridoxine:NADP+ 4-oxidoreductase	0	0	0	0
Protein PNS1 (pH nine-sensitive protein 1)	0	0	0	0
Polyphosphate phosphohydrolase	0	0	0	0
Copper-transporting ATPase (EC 3.6.3.54) (Cu(2+)-ATPase)	0	0	0	0
Monoamide of a dicarboxylic acid amidohydrolase	0	0	0	0
Iron-sulfur clusters transporter ATM1, mitochondrial	0	0	0	0
Oligo-1,6-glucosidase IMA2 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 2)	0	0	0	0
NADH dehydrogenase (complex I)	3.225314e-01	2.941348e-01	1.845308e-01	2.565555e-01
phytoene synthase	0	0	0	0
phytoene dehydrogenase	0	0	0	0
phytoene dehydrogenase	0	0	0	0
phytoene synthase	0	0	0	0
phytoene synthase	0	0	0	0
phytoene synthase	0	0	0	0
torularhodin synthase	0	0	0	0
cytoplasmatic carnitine acyltransferase (C16:0)	0	0	0	0
cytoplasmatic carnitine acyltransferase (C18:0)	0	0	0	0
cytoplasmatic carnitine acyltransferase (C20:0)	0	0	0	0
cytoplasmatic carnitine acyltransferase (C22:0)	0	0	0	0
cytoplasmatic carnitine acyltransferase (C24:0)	0	0	0	0
cytoplasmatic carnitine acyltransferase (C26:0)	0	0	0	0
fatty acylcarnitine transport (C16:0)	0	0	0	0
fatty acylcarnitine transport (C18:0)	0	0	0	0
fatty acylcarnitine transport (C20:0)	0	0	0	0
fatty acylcarnitine transport (C22:0)	0	0	0	0
fatty acylcarnitine transport (C24:0)	0	0	0	0
fatty acylcarnitine transport (C26:0)	0	0	0	0
mitochondrial carnitine acyltransferase (C16:0)	0	0	0	0
mitochondrial carnitine acyltransferase (C18:0)	0	0	0	0
mitochondrial carnitine acyltransferase (C20:0)	0	0	0	0
mitochondrial carnitine acyltransferase (C22:0)	0	0	0	0
mitochondrial carnitine acyltransferase (C24:0)	0	0	0	0
mitochondrial carnitine acyltransferase (C26:0)	0	0	0	0
malic enzyme (NADP) cytoplasmic	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxybutanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxydecanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxydocosanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxydodecanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxyhexacosanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxyhexadecanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxyhexanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxyicosanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxyoctadecanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxyoctanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxytetracosanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxytetradecanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxodocosanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxoicosanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxotetracosanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (acetyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (octanoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (butanoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (decanoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (docosanoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (hexanoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (icosanoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (lauroyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (myristoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (palmitoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (stearoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (tetracosanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (butanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (decanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (docosanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (lauroyl-CoA)	0	0	0	0
acyl-CoA oxidase (hexacosanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (palmitoyl-CoA)	0	0	0	0
acyl-CoA oxidase (hexanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (icosanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (stearoyl-CoA)	0	0	0	0
acyl-CoA oxidase (octanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (tetracosanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (tetradecanoyl-CoA)	0	0	0	0
fatty acid oxidation (C18:2)	0	0	0	0
linoleoyl-CoA desaturase (n-C18:2CoA - n-C18:3CoA), ER membrane	3.029586e-03	4.189336e-03	3.729706e-03	3.581727e-03
peroxisomal acyl-CoA thioesterase (18:3)	0	0	0	0
peroxisomal acyl-CoA thioesterase (18:2)	0	0	0	0
fatty acyl-CoA transport via ABC system (C18:3)	0	0	0	0
phosphoketolase	0	1.657477e-01	2.843098e-01	0
phosphate transacetylase	0	-1.657477e-01	-2.843098e-01	0
1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:2), endoplasmic reticulum membrane	4.137293e-03	5.594560e-03	4.980757e-03	4.891314e-03
1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:3), endoplasmic reticulum membrane	2.897890e-03	4.133749e-03	3.680218e-03	3.426030e-03
1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:2), endoplasmic reticulum membrane	1.832227e-03	2.660142e-03	2.368286e-03	2.166150e-03
1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:3), endoplasmic reticulum membrane	1.316958e-04	5.558710e-05	4.948840e-05	1.556974e-04
1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:2), lipid particle	0	0	0	0
1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:3), lipid particle	0	0	0	0
1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:2), lipid particle	0	0	0	0
1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:3), lipid particle	0	0	0	0
acyl dhap reductase (16:0), endoplasmic reticulum membrane	0	0	0	0
acyl dhap reductase (18:0), endoplasmic reticulum membrane	0	0	0	0
CDP-diacylglycerol synthase (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
CDP-diacylglycerol synthase (1-16:0, 2-18:2), endoplasmic reticulum membrane	6.091720e-04	8.423680e-04	0	7.201935e-04
CDP-diacylglycerol synthase (1-16:0, 2-18:3), endoplasmic reticulum membrane	1.029511e-03	1.423616e-03	2.017373e-03	1.217139e-03
CDP-diacylglycerol synthase (1-18:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
CDP-diacylglycerol synthase (1-18:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
CDP-diacylglycerol synthase (1-18:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
CDP-diacylglycerol synthase (1-16:0, 2-18:2), mitochondrial membrane	0	0	0	0
CDP-diacylglycerol synthase (1-16:0, 2-18:3), mitochondrial membrane	0	0	0	0
CDP-diacylglycerol synthase (1-18:0, 2-18:1), mitochondrial membrane	0	0	0	0
CDP-diacylglycerol synthase (1-18:0, 2-18:2), mitochondrial membrane	0	0	0	0
CDP-diacylglycerol synthase (1-18:0, 2-18:3), mitochondrial membrane	4.019870e-05	5.558710e-05	4.948840e-05	4.752491e-05
cholinephosphotransferase (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
cholinephosphotransferase (1-16:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
cholinephosphotransferase (1-16:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
cholinephosphotransferase (1-18:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
cholinephosphotransferase (1-18:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
cholinephosphotransferase (1-18:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
CL (1-16:0, 2-18:1, 3-16:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-16:0, 2-18:1, 3-16:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-16:0, 2-18:2, 3-16:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-16:0, 2-18:2, 3-16:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-16:0, 2-18:3, 3-16:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-16:0, 2-18:1, 3-18:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-16:0, 2-18:1, 3-18:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-16:0, 2-18:1, 3-18:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-16:0, 2-18:2, 3-18:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-16:0, 2-18:2, 3-18:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-16:0, 2-18:3, 3-18:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-18:0, 2-18:1, 3-18:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-18:0, 2-18:1, 3-18:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-18:0, 2-18:1, 3-18:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-18:0, 2-18:2, 3-18:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-18:0, 2-18:2, 3-18:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0
CL (1-18:0, 2-18:3, 3-18:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	2.009935e-05	2.779355e-05	2.474420e-05	2.376246e-05
CL (1-18:1, 2-18:1, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0
CL (1-18:1, 2-18:1, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0
CL (1-18:1, 2-18:1, 3-16:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0	0
CL (1-18:1, 2-18:2, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0
CL (1-18:1, 2-18:2, 3-16:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0	0
CL (1-18:1, 2-18:3, 3-16:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0	0
CL (1-18:1, 2-18:1, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0
CL (1-18:1, 2-18:1, 3-18:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0
CL (1-18:1, 2-18:1, 3-18:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0	0
CL (1-18:1, 2-18:2, 3-18:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0
CL (1-18:1, 2-18:2, 3-18:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0	0
CL (1-18:1, 2-18:3, 3-18:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	2.009935e-05	2.779355e-05	2.474420e-05	2.376246e-05
CL synthase (1-16:0, 2-18:1, 3-16:0, 4-18:2), mitochondrial membrane	0	0	0	0
CL synthase (1-16:0, 2-18:1, 3-16:0, 4-18:3), mitochondrial membrane	0	0	0	0
CL synthase (1-16:0, 2-18:2, 3-16:0, 4-18:2), mitochondrial membrane	0	0	0	0
CL synthase (1-16:0, 2-18:2, 3-16:0, 4-18:3), mitochondrial membrane	0	0	0	0
CL synthase (1-16:0, 2-18:3, 3-16:0, 4-18:3), mitochondrial membrane	0	0	0	0
CL synthase (1-16:0, 2-18:1, 3-18:0, 4-18:1), mitochondrial membrane	0	0	0	0
CL synthase (1-16:0, 2-18:1, 3-18:0, 4-18:2), mitochondrial membrane	0	0	0	0
CL synthase (1-16:0, 2-18:1, 3-18:0, 4-18:3), mitochondrial membrane	0	0	0	0
CL synthase (1-16:0, 2-18:2, 3-18:0, 4-18:2), mitochondrial membrane	0	0	0	0
CL synthase (1-16:0, 2-18:2, 3-18:0, 4-18:3), mitochondrial membrane	0	0	0	0
CL synthase (1-16:0, 2-18:3, 3-18:0, 4-18:3), mitochondrial membrane	0	0	0	0
CL synthase (1-18:0, 2-18:1, 3-18:0, 4-18:1), mitochondrial membrane	0	0	0	0
CL synthase (1-18:0, 2-18:1, 3-18:0, 4-18:2), mitochondrial membrane	0	0	0	0
CL synthase (1-18:0, 2-18:1, 3-18:0, 4-18:3), mitochondrial membrane	0	0	0	0
CL synthase (1-18:0, 2-18:2, 3-18:0, 4-18:2), mitochondrial membrane	0	0	0	0
CL synthase (1-18:0, 2-18:2, 3-18:0, 4-18:3), mitochondrial membrane	0	0	0	0
CL synthase (1-18:0, 2-18:3, 3-18:0, 4-18:3), mitochondrial membrane	2.009935e-05	2.779355e-05	2.474420e-05	2.376246e-05
DAG kinase (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
DAG kinase (1-16:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
DAG kinase (1-16:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
DAG kinase (1-18:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
DAG kinase (1-18:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
DAG kinase (1-18:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
DAG lipase (1-16:0, 2-18:2), lipid particle	2.965630e-03	4.100897e-03	4.400918e-03	3.506115e-03
DAG lipase (1-16:0, 2-18:3), lipid particle	6.091720e-04	8.423680e-04	0	7.201935e-04
DAG lipase (1-18:0, 2-18:2), lipid particle	0	0	0	0
DAG lipase (1-18:0, 2-18:3), lipid particle	0	0	0	0
DGPP phosphatase (1-16:0, 2-18:2), vacuolar membrane	0	0	0	0
DGPP phosphatase (1-16:0, 2-18:3), vacuolar membrane	0	0	0	0
DGPP phosphatase (1-18:0, 2-18:2), vacuolar membrane	0	0	0	0
DGPP phosphatase (1-18:0, 2-18:3), vacuolar membrane	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), endoplasmic reticulum membrane	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), endoplasmic reticulum membrane	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), endoplasmic reticulum membrane	6.829364e-03	9.443700e-03	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:2, 3-16:0), endoplasmic reticulum membrane	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:2, 3-18:0), endoplasmic reticulum membrane	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:2, 3-18:1), endoplasmic reticulum membrane	5.624918e-04	6.512953e-04	5.798389e-04	6.650058e-04
diacylglycerol acyltransferase (1-16:0, 2-18:3, 3-16:0), endoplasmic reticulum membrane	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:3, 3-18:0), endoplasmic reticulum membrane	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:3, 3-18:1), endoplasmic reticulum membrane	0	1.265230e-04	1.126416e-04	0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), endoplasmic reticulum membrane	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), endoplasmic reticulum membrane	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), endoplasmic reticulum membrane	0	0	8.407591e-03	8.074014e-03
diacylglycerol acyltransferase (1-18:0, 2-18:2, 3-16:0), endoplasmic reticulum membrane	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:2, 3-18:0), endoplasmic reticulum membrane	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:2, 3-18:1), endoplasmic reticulum membrane	1.832227e-03	2.660142e-03	2.368286e-03	2.166150e-03
diacylglycerol acyltransferase (1-18:0, 2-18:3, 3-16:0), endoplasmic reticulum membrane	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:3, 3-18:0), endoplasmic reticulum membrane	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:3, 3-18:1), endoplasmic reticulum membrane	9.149713e-05	0	0	1.081725e-04
diacylglycerol acyltransferase (1-16:0, 2-18:2, 3-16:0), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:2, 3-18:0), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:2, 3-18:1), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:3, 3-16:0), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:3, 3-18:0), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:3, 3-18:1), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:2, 3-16:0), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:2, 3-18:0), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:2, 3-18:1), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:3, 3-16:0), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:3, 3-18:0), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:3, 3-18:1), lipid particle	0	0	0	0
dihydroxyacetone phosphate acyltransferase (16:0), endoplasmic reticulum membrane	0	0	0	0
dihydroxyacetone phosphate acyltransferase (18:0), endoplasmic reticulum membrane	0	0	0	0
ethanolaminephosphotransferase (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
ethanolaminephosphotransferase (1-16:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
ethanolaminephosphotransferase (1-16:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
ethanolaminephosphotransferase (1-18:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
ethanolaminephosphotransferase (1-18:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
ethanolaminephosphotransferase (1-18:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
fatty-acid--CoA ligase (palmitate), endoplasmic reticulum membrane	2.412711e-03	3.336317e-03	2.970275e-03	2.852428e-03
fatty-acid--CoA ligase (stearate), endoplasmic reticulum membrane	0	0	0	0
fatty-acid--CoA ligase (oleate), endoplasmic reticulum membrane	0	0	0	0
fatty-acid--CoA ligase (linoleate), endoplasmic reticulum membrane	0	0	0	0
fatty-acid--CoA ligase (linolenate), endoplasmic reticulum membrane	0	0	0	0
fatty-acid--CoA ligase (palmitate), lipid particle	0	0	0	0
fatty-acid--CoA ligase (stearate), lipid particle	0	0	0	0
fatty-acid--CoA ligase (oleate), lipid particle	0	0	0	0
fatty-acid--CoA ligase (linoleate), lipid particle	2.965630e-03	4.100897e-03	4.400918e-03	3.506115e-03
fatty-acid--CoA ligase (linolenate), lipid particle	6.091720e-04	8.423680e-04	0	7.201935e-04
fatty-acid--CoA ligase (palmitate), peroxisome	0	0	0	0
fatty-acid--CoA ligase (stearate), peroxisome	0	0	0	0
fatty-acid--CoA ligase (oleate), peroxisome	0	0	0	0
fatty-acid--CoA ligase (linoleate), peroxisome	0	0	0	0
fatty-acid--CoA ligase (linolenate), peroxisome	0	0	0	0
glycerol-3-phosphate acyltransferase (16:0), endoplasmic reticulum membrane	7.035184e-03	9.728309e-03	8.660974e-03	8.317344e-03
glycerol-3-phosphate acyltransferase (18:0), endoplasmic reticulum membrane	1.963923e-03	2.715729e-03	2.417775e-03	2.321848e-03
IPC synthase (PI (1-16:0, 2-18:2) ceramide-1 (C24))	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:3) ceramide-1 (C24))	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:2) ceramide-1 (C24))	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:3) ceramide-1 (C24))	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:2) ceramide-1 (C26))	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:3) ceramide-1 (C26))	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:2) ceramide-1 (C26))	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:3) ceramide-1 (C26))	0	0	0	0
LPC phospholipase B (16:0), endoplasmic reticulum membrane	0	0	0	0
LPC phospholipase B (18:0), endoplasmic reticulum membrane	0	0	0	0
lysoPC acyltransferase (1-16:0, 2-18:2), mitochondrial membrane	0	0	0	0
lysoPC acyltransferase (1-16:0, 2-18:3), mitochondrial membrane	0	0	0	0
lysoPC acyltransferase (1-18:0, 2-18:2), mitochondrial membrane	0	0	0	0
lysoPC acyltransferase (1-18:0, 2-18:3), mitochondrial membrane	0	0	0	0
lysoPE (1-16:0) linoleoyl-CoA acyltransferase, lipid particle	2.965630e-03	4.100897e-03	4.400918e-03	3.506115e-03
lysoPE (1-16:0) linolenoyl-CoA acyltransferase, lipid particle	6.091720e-04	8.423680e-04	0	3.202427e-04
lysoPE (1-18:0) linoleoyl-CoA acyltransferase, lipid particle	0	0	0	0
lysoPE (1-18:0) linolenoyl-CoA acyltransferase, lipid particle	0	0	0	3.999508e-04
lysoPI acyltransferase (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
lysoPI acyltransferase (1-16:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
lysoPI acyltransferase (1-16:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
lysoPI acyltransferase (1-18:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
lysoPI acyltransferase (1-18:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
lysoPI acyltransferase (1-18:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
MAG lipase (1-16:0:0), lipid particle	3.237814e-03	4.477276e-03	3.986054e-03	3.827905e-03
MAG lipase (1-18:0:0), lipid particle	0	0	0	0
MLCL (1-18:1, 2-18:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (1-18:1, 2-18:1, 4-18:2):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (1-18:1, 2-18:1, 4-18:3):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (1-18:1, 2-18:2, 4-18:2):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
