reaction	reactionName	A120	A100	A80	A60	G120	G100	G80	G60	X120	X100	X80	X60
r_0195	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	0.000460	0.006097	0.007927	0.013655	0.002899	0.006320	0.013389	0.006262	0.000048	0.000187	0.003276	0.008245
r_0198	alpha-glucosidase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0199	amidase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0201	Aminobutyraldehyde dehydrogenase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0202	anthranilate phosphoribosyltransferase	0.000146	0.001118	0.001816	0.002217	0.000558	0.003876	0.004493	0.008606	0.000009	0.000177	0.001302	0.002075
r_0203	anthranilate synthase	0.000146	0.001118	0.001816	0.002217	0.000558	0.003876	0.004493	0.008606	0.000009	0.000177	0.001302	0.002075
r_0204	Ap4A hydrolase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0205	arabinose reductase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0206	arginase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016520
r_0207	argininosuccinate lyase	0.000825	0.006319	0.010263	0.012527	0.003152	0.021901	0.025385	0.048623	0.000050	0.000999	0.007355	0.028242
r_0208	argininosuccinate synthase	0.000825	0.006319	0.010263	0.012527	0.003152	0.021901	0.025385	0.048623	0.000050	0.000999	0.007355	0.028242
r_0209	arginyl-tRNA synthetase	0.000825	0.006319	0.010263	0.012527	0.003152	0.021901	0.025385	0.048623	0.000050	0.000999	0.007355	0.011721
r_0210	arginyl-tRNA synthetase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0211	asparagine synthase (glutamine-hydrolysing)	0.000522	0.003996	0.006490	0.007922	0.001993	0.013850	0.016053	0.030749	0.000031	0.000632	0.004651	0.007412
r_0212	Asparaginyl-tRNA synthetase	0.000522	0.003996	0.006490	0.007922	0.001993	0.013850	0.016053	0.030749	0.000031	0.000632	0.004651	0.007412
r_0213	asparaginyl-tRNA synthetase, miotchondrial	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0214	aspartate carbamoyltransferase	0.000842	0.006317	0.008762	0.010911	0.003158	0.016505	0.018135	0.023739	0.000082	0.000713	0.005491	0.009169
r_0215	aspartate kinase	0.002231	0.017089	0.027756	0.033881	0.008524	0.059230	0.068655	0.131502	0.000135	0.002701	0.019890	0.031700
r_0216	aspartate transaminase	0.006374	-0.000735	0.019347	0.060736	0.669528	2.199609	5.369708	12.720763	0.018516	0.213207	3.565638	4.031884
r_0217	aspartate transaminase	0.013795	0.055786	0.107636	0.169013	0.697739	2.382873	5.579796	13.171838	0.019036	0.221471	3.627060	4.147276
r_0218	aspartate transaminase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0219	aspartate-semialdehyde dehydrogenase	0.002231	0.017089	0.027756	0.033881	0.008524	0.059230	0.068655	0.131502	0.000135	0.002701	0.019890	0.031700
r_0220	Aspartyl-tRNA synthetase	0.001527	0.011695	0.018995	0.023187	0.005834	0.040535	0.046985	0.089996	0.000092	0.001848	0.013612	0.021695
r_0222	ATP adenylyltransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0225	ATP phosphoribosyltransferase	0.000340	0.002607	0.004234	0.005168	0.001300	0.009034	0.010472	0.020058	0.000021	0.000412	0.003034	0.004835
r_0226	ATP synthase	1.333988	9.681364	16.640180	11.052033	6.017790	16.168377	26.051528	48.541055	0.128093	1.434635	16.424894	17.561332
r_0227	ATPase, cytosolic	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0228	beta-1,4 mannosyltransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0229	biotin synthase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0230	biotin-[acetyl-CoA-carboxylase] ligase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0231	C-14 sterol reductase	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0233	C-22 sterol desaturase (NADP)	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0234	C-3 sterol dehydrogenase	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0235	C-3 sterol dehydrogenase (4-methylzymosterol)	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0236	C-3 sterol keto reductase (4-methylzymosterol)	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0237	C-3 sterol keto reductase (zymosterol)	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0238	C-4 methyl sterol oxidase	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0239	C-4 methyl sterol oxidase	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0240	C-4 methyl sterol oxidase	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0241	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0242	C-5 sterol desaturase	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0243	C-8 sterol isomerase	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0244	C-s24 sterol reductase	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0250	carbamoyl-phosphate synthase (glutamine-hydrolysing)	0.001667	0.012635	0.019025	0.023438	0.006310	0.038406	0.043521	0.072362	0.000131	0.001712	0.012846	0.037411
r_0252	carnitine O-acetyltransferase	0.293929	1.632991	2.718110	2.015566	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0253	carnitine O-acetyltransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0254	carnitine O-acetyltransferase	0.293929	1.632991	2.718110	2.015566	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0255	catalase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0256	catalase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0259	ceramide-1 hydroxylase (24C)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0260	ceramide-1 hydroxylase (24C)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0261	ceramide-1 hydroxylase (26C)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0262	ceramide-1 hydroxylase (26C)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0263	ceramide-1 synthase (24C)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0264	ceramide-1 synthase (26C)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0265	ceramide-2 synthase (24C)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0266	ceramide-2 synthase (26C)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0267	ceramide-3 synthase (24C)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0268	ceramide-3 synthase (26C)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0269	ceramide-4 synthase (24C)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0270	ceramide-4 synthase (26C)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0271	chitin deacetylase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0272	chitin synthase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0273	choline kinase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0274	choline phosphate cytididyltransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0278	chorismate mutase	0.001211	0.009274	0.015062	0.018386	0.004626	0.032143	0.037258	0.071363	0.000073	0.001466	0.010794	0.017203
r_0279	chorismate synthase	0.001357	0.010392	0.016879	0.020604	0.005184	0.036019	0.041750	0.079969	0.000082	0.001642	0.012096	0.019278
r_0280	cis-aconitate(3-) to isocitrate	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0300	citrate synthase	0.292460	1.621739	2.699834	1.993257	0.697052	1.777751	1.951194	2.469757	0.013422	0.121631	1.177935	1.138721
r_0301	citrate synthase, peroxisomal	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0302	citrate to cis-aconitate(3-)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0303	citrate to cis-aconitate(3-), cytoplasmic	0.292460	1.621739	2.661078	1.993257	0.310536	0.072172	0.000000	0.000000	0.000000	0.000000	0.568437	0.302488
r_0304	coproporphyrinogen oxidase (O2 required)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0306	CTP synthase (glutamine)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0307	CTP synthase (NH3)	0.000388	0.002912	0.004040	0.005031	0.001456	0.007610	0.008362	0.010945	0.000038	0.000329	0.002532	0.004228
r_0308	cystathionine b-lyase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0309	cystathionine beta-synthase	0.000034	0.000258	0.000419	0.000512	0.000129	0.000894	0.001037	0.001986	0.000002	0.000041	0.000300	0.000479
r_0310	cystathionine g-lyase	0.000034	0.000258	0.000419	0.000512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0311	cystathionine gamma-synthase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0312	cysteine synthase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0313	cysteinyl-tRNA synthetase	0.000034	0.000258	0.000419	0.000512	0.000129	0.000894	0.001037	0.001986	0.000002	0.000041	0.000300	0.000479
r_0315	cytidine kinase (GTP)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0317	cytochrome P450 lanosterol 14-alpha-demethylase (NADP)	0.000614	0.003451	0.004524	0.004053	0.001894	0.011790	0.009660	0.011867	0.000067	0.000487	0.003090	0.004183
r_0318	cytosine deaminase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0319	D-arabinono-1,4-lactone oxidase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0320	D-arabinose 1-dehydrogenase (NAD)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0321	D-arabinose 1-dehydrogenase (NADP)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0322	D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0323	D-sorbitol dehydrogenase (D-fructose producing)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0326	dCMP deaminase	0.000030	0.000223	0.000310	0.000386	0.000112	0.000583	0.000641	0.000839	0.000003	0.000025	0.000194	0.000324
r_0327	dCTP deaminase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0328	deoxyadenosine deaminase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0330	deoxyguanylate kinase (dGMP:ATP)	-0.000020	-0.000149	-0.000206	-0.000257	-0.000074	-0.000389	-0.000427	-0.000559	-0.000002	-0.000017	-0.000129	-0.000216
r_0331	deoxyhypusine synthase, cytosolic/mitochondrial	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0332	deoxyribokinase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0334	dephospho-CoA kinase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0344	dihydrofolate reductase	0.000030	0.000223	0.000310	0.000386	0.000112	0.000583	0.000641	0.000839	0.000003	0.000025	0.000194	0.000324
r_0345	dihydrofolate reductase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0346	dihydrofolate synthase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0347	dihydroneopterin aldolase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0348	dihydroneopterin monophosphate dephosphorylase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0349	dihydroorotase	-0.000842	-0.006317	-0.008762	-0.010911	-0.003158	-0.016505	-0.018135	-0.023739	-0.000082	-0.000713	-0.005491	-0.009169
r_0350	dihydropteroate synthase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0351	dihydropteroate synthase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0352	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	0.002880	0.022053	0.035818	0.043722	0.011000	0.076435	0.088597	0.169699	0.000174	0.003485	0.025668	0.040908
r_0353	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	0.000989	0.007574	0.012302	0.015017	0.003778	0.026253	0.030430	0.058287	0.000060	0.001197	0.008816	0.014051
r_0354	dihydroxyacetone kinase	0.001673	0.009358	0.012329	0.011048	0.994380	5.258532	6.239110	13.218089	0.000182	0.001327	0.008410	0.011390
r_0355	dimethylallyltranstransferase	0.001229	0.006902	0.009047	0.008107	0.003787	0.023580	0.019320	0.023733	0.000134	0.000974	0.006180	0.008366
r_0356	diphosphoglyceromutase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0357	diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0359	diphthine synthase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0360	dolichol kinase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0361	dolichyl-phosphate D-mannosyltransferase	0.002721	0.036044	0.046862	0.080728	0.017138	0.037362	0.079153	0.037017	0.000283	0.001103	0.019370	0.048745
r_0362	dolichyl-phosphate-mannose--protein mannosyltransferase	0.002721	0.036044	0.046862	0.080728	0.017138	0.037362	0.079153	0.037017	0.000283	0.001103	0.019370	0.048745
r_0363	dTMP kinase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0364	dUTP diphosphatase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0365	endopolygalacturonase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0366	enolase	-0.072240	-0.380998	-0.429147	-0.837992	0.826636	4.713489	5.315798	12.568982	0.016165	0.160367	2.253949	2.480086
r_0368	ethanolamine kinase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0369	ethyl acetate-hydrolyzing esterase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0370	exo-1,3-beta-glucan glucohydrase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0373	farnesyltranstransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0436	ferrochelatase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0437	ferrocytochrome-c:hydrogen-peroxide oxidoreductase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0438	ferrocytochrome-c:oxygen oxidoreductase	1.253776	8.647009	14.923525	9.750034	5.105940	12.538715	20.315038	37.513910	0.101980	1.145900	13.451697	13.984694
r_0439	ubiquinol:ferricytochrome c reductase	0.626888	4.323505	7.461763	4.875017	2.552970	6.269358	10.157519	18.756955	0.050990	0.572950	6.725849	6.992347
r_0440	FMN adenylyltransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0443	formaldehyde dehydrogenase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0445	formate dehydrogenase	0.000000	0.003635	0.004779	0.004371	0.000000	0.000000	0.000000	0.000000	0.000404	0.007212	0.000000	0.000000
r_0446	formate-tetrahydrofolate ligase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0447	formate-tetrahydrofolate ligase	-0.005539	0.000000	0.000000	0.000000	-0.021159	0.000000	-0.170388	-0.008926	-0.000334	-0.006704	-0.049373	-0.078689
r_0448	fructose-2,6-bisphosphate 2-phosphatase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0449	fructose-bisphosphatase	0.046665	0.189830	0.169776	0.457762	0.061508	0.161676	0.298893	0.194988	0.000000	0.000000	0.000000	0.000000
r_0450	fructose-bisphosphate aldolase	-0.046665	-0.189830	-0.169776	-0.457762	-0.061508	-0.161676	-0.298893	-0.194988	0.000000	0.000000	0.000000	0.000000
r_0451	fumarase	0.024344	1.037461	1.938671	0.747313	0.021587	-0.000001	0.030682	-0.000002	0.000940	0.026586	0.000000	0.000000
r_0452	fumarase, cytoplasmic	0.265185	0.561653	0.722400	1.198916	0.319238	0.036639	0.060260	0.076885	0.000180	0.002370	0.586215	0.347903
r_0453	dihydoorotic acid dehydrogenase	0.000842	0.006317	0.008762	0.010911	0.003158	0.016505	0.018135	0.023739	0.000082	0.000713	0.005491	0.009169
r_0454	fumarate reductase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0455	soluble fumarate reductase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0457	g-glutamyltransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0458	galactokinase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0459	galactose-1-phosphate uridylyltransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0460	gamma-glutamylcysteine synthetase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
