reaction	Acetate	Glycerol	Xylose
NAD synthase	0	0	0
NAD synthase	0	0	0
NADH dehydrogenase, cytosolic/mitochondrial	0	0	0
NADH kinase	0	0	0
NADH kinase mitochondrial	0	0	0
NADH:ubiquinone oxidoreductase	0	0	0
NAPRtase	0	0	0
NAPRtase	0	0	0
nicotinamidase	0	0	0
nicotinamide N-methyltransferase	0	0	0
nicotinamide-nucleotide adenylyltransferase	0	0	0
nicotinamide-nucleotide adenylyltransferase	0	0	0
nicotinate-nucleotide adenylyltransferase	0	0	0
nicotinate-nucleotide diphosphorylase (carboxylating)	0	0	0
nicotinate-nucleotide diphosphorylase (carboxylating)	0	0	0
nucleoside diphosphatase	0	0	0
nucleoside diphosphatase	0	0	0
nucleoside diphosphatase	0	0	0
nucleoside diphosphatase	0	0	0
nucleoside diphosphatase	0	0	0
nucleoside diphosphatase	0	0	0
nucleoside diphosphate kinase	1.824932e-03	2.416646e-03	2.069186e-03
nucleoside diphosphate kinase	0	0	0
nucleoside diphosphate kinase	0	0	0
nucleoside diphosphate kinase	0	0	0
nucleoside diphosphate kinase	0	0	0
nucleoside diphosphate kinase	0	0	0
nucleoside diphosphate kinase	0	0	0
nucleoside diphosphate kinase	0	0	0
nucleoside diphosphate kinase	0	0	0
nucleoside triphosphatase	0	0	0
nucleoside triphosphatase	0	0	0
nucleoside triphosphatase	0	0	0
nucleoside triphosphatase	0	0	0
nucleoside-diphosphatase (GDP), Golgi	0	0	0
nucleoside-diphosphate kinase (ATP:UDP)	0	0	0
O-acetylhomoserine (thiol)-lyase	0	0	0
O-acetylhomoserine (thiol)-lyase	0	0	0
O-succinylhomoserine lyase (L-cysteine)	0	0	0
ornithine carbamoyltransferase	0	0	0
ornithine decarboxylase	0	0	0
ornithine transacetylase	0	0	0
ornithine transaminase	0	0	0
orotate phosphoribosyltransferase	0	0	0
orotidine-5'-phosphate decarboxylase	0	0	0
oxoglutarate dehydrogenase (dihydrolipoamide S-succinyltransferase)	6.247586e-02	0	0
oxoglutarate dehydrogenase (lipoamide)	6.247586e-02	0	0
pantetheine-phosphate adenylyltransferase	0	0	0
pantothenate kinase	0	0	0
pantothenate synthase	0	0	0
peroxisomal acyl-CoA thioesterase	0	0	0
phenylalanine transaminase	0	0	0
phenylalanyl-tRNA synthetase	0	0	0
phenylalanyl-tRNA synthetase	0	0	0
phopshoribosylaminoimidazole synthetase	0	0	0
phosphoacetylglucosamine mutase	0	0	0
phosphoadenylyl-sulfate reductase (thioredoxin)	0	0	0
phosphoenolpyruvate carboxykinase	0	0	0
phosphofructokinase	0	0	0
phosphofructokinase (s7p)	9.546986e-02	0	0
phosphoglucomutase	0	0	0
phosphogluconate dehydrogenase	2.335112e-01	1.375858e-01	3.651374e-01
phosphoglucosamine mutase	0	0	0
phosphoglycerate dehydrogenase	2.761292e-03	3.656610e-03	2.383923e-03
phosphoglycerate kinase	8.894618e-02	1.306518e-01	9.804622e-03
phosphoglycerate mutase	8.618489e-02	1.269952e-01	7.420698e-03
phosphomannomutase	0	0	0
phosphomethylpyrimidine kinase	0	0	0
phosphomevalonate kinase	7.905305e-03	1.046851e-02	8.963373e-03
phosphopantothenate-cysteine ligase	0	0	0
phosphopantothenoylcysteine decarboxylase	0	0	0
phosphopentomutase	0	0	0
phosphoribosyl amino imidazolesuccinocarbozamide synthetase	0	0	0
phosphoribosyl-AMP cyclohydrolase	0	0	0
phosphoribosyl-ATP pyrophosphatase	0	0	0
phosphoribosylaminoimidazole-carboxylase	0	0	0
phosphoribosylaminoimidazolecarboxamide formyltransferase	0	0	0
phosphoribosylanthranilate isomerase	0	0	0
phosphoribosylglycinamidine synthetase	0	0	0
phosphoribosylpyrophosphate amidotransferase	0	0	0
phosphoribosylpyrophosphate synthetase	0	0	0
phosphoserine phosphatase (L-serine)	2.761292e-03	3.656610e-03	2.383923e-03
phosphoserine transaminase	2.761292e-03	3.656610e-03	2.383923e-03
phytoceramidase	0	0	0
Phytosphingosine phosphate lyase	0	0	0
phytosphingosine synthesis	0	0	0
porphobilinogen synthase	0	0	0
poylamine oxidase	0	0	0
prephenate dehydratase	0	0	0
prephenate dehydrogenase (NADP)	0	0	0
prolyl-tRNA synthetase	0	0	0
protoporphyrinogen oxidase	0	0	0
purine-nucleoside phosphorylase	0	0	0
guanosine phosphorylase	0	0	0
guanosine phosphorylase	0	0	0
inosine phosphorylase	0	0	0
pyridoxal oxidase	0	0	0
pyridoxamine 5'-phosphate oxidase	0	0	0
pyridoxine 5'-phosphate oxidase	0	0	0
pyridoxine oxidase	0	0	0
pyrroline-5-carboxylate reductase	0	0	0
pyruvate carboxylase	0	0	0
pyruvate decarboxylase	0	9.943880e-03	0
pyruvate decarboxylase (acetoin-forming)	0	0	0
pyruvate dehydrogenase	8.618489e-02	1.170513e-01	7.420698e-03
pyruvate kinase	8.618489e-02	1.269952e-01	7.420698e-03
quinone oxidoreductase	0	0	0
reduced glutathione via ABC system	0	0	0
riboflavin kinase	0	0	0
riboflavin kinase	0	0	0
riboflavin synthase	0	0	0
riboflavin synthase	0	0	0
ribokinase	0	0	0
ribonucleoside-triphosphate reductase (ATP)	0	0	0
ribonucleoside-triphosphate reductase (CTP)	0	0	0
ribonucleoside-triphosphate reductase (GTP)	0	0	0
ribonucleoside-triphosphate reductase (UTP)	0	0	0
ribonucleotide reductase	0	0	0
ribonucleotide reductase	0	0	0
ribonucleotide reductase	0	0	0
ribonucleotide reductase	0	0	0
ribonucleotide reductase	0	0	0
ribonucleotide reductase	0	0	0
ribose-5-phosphate isomerase	1.645986e-01	-2.808528e-02	9.129241e-02
ribosylnicotinamide kinase	0	0	0
ribulose 5-phosphate 3-epimerase	6.891264e-02	1.656710e-01	2.738450e-01
S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase	0	0	0
S-adenosyl-methionine delta-24-sterol-c-methyltransferase	1.317551e-03	1.744752e-03	1.493895e-03
S-formylglutathione hydralase	0	0	0
saccharopine dehydrogenase (NAD, L-lysine forming)	0	0	0
saccharopine dehydrogenase (NADP, L-glutamate forming)	0	0	0
sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase	9.546986e-02	0	0
serine O-acetyltransferase	0	0	0
serine palmitotransferase	0	0	0
seryl-tRNA synthetase	0	0	0
shikimate dehydrogenase	0	0	0
shikimate kinase	0	0	0
sirohydrochlorin dehydrogenase	0	0	0
sirohydrochlorin ferrochetalase	0	0	0
fumarate reductase (FMN)	0	0	0
spermidine synthase	0	0	0
spermine synthase	0	0	0
sphinganine phosphate lyase	0	0	0
sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate)	0	0	0
sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase)	0	0	0
sphingolipid long chain base kinase (phytosphingosine)	0	0	0
sphingolipid long chain base kinase (sphinganine)	0	0	0
squalene epoxidase (NAD)	0	0	0
squalene epoxidase (NADP)	1.317551e-03	1.744752e-03	1.493895e-03
squalene synthase	1.317551e-03	1.744752e-03	1.493895e-03
succinate dehydrogenase (ubiquinone-6)	6.247586e-02	0	0
succinate-CoA ligase (ADP-forming)	6.247586e-02	0	0
succinate-semialdehyde dehydrogenase (NADP)	0	0	0
sucrose hydrolyzing enxyme	0	0	0
sulfate adenylyltransferase	0	0	0
sulfate adenylyltransferase (ADP)	0	0	0
sulfite reductase (NADPH2)	0	0	0
taurcholate via ABC system	0	0	0
taurine dioxygenase	0	0	0
tetrahydrofolate aminomethyltransferase	0	0	0
tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	0	0	0
thiamin diphosphatase	0	0	0
thiamin phosphatase	0	0	0
thiamine diphosphokinase	0	0	0
thiamine-diphosphate kinase	0	0	0
thiamine-phosphate diphosphorylase	0	0	0
thioredoxin reductase (NADPH)	0	0	0
thioredoxin reductase (NADPH)	0	0	0
threonine aldolase	0	0	0
threonine synthase	0	0	0
threonyl-tRNA synthetase	0	0	0
threonyl-tRNA synthetase	0	0	0
thymidylate synthase	0	0	0
trans-aconitate 3-methyltransferase	0	0	0
trans-pentaprenyltranstransferase	0	0	0
transaldolase	6.912869e-02	-2.808528e-02	9.129241e-02
transketolase 1	1.645986e-01	-2.808528e-02	9.129241e-02
transketolase 2	1.645986e-01	-2.808528e-02	9.129241e-02
trehalose-phosphatase	0	0	0
triose-phosphate isomerase	8.916223e-02	1.309379e-01	-1.899504e-01
tryptophan synthase (indoleglycerol phosphate)	0	0	0
tryptophan transaminase	0	0	0
tryptophanyl-tRNA synthetase	0	0	0
tryptophanyl-tRNA synthetase	0	0	0
tyrosine transaminase	0	0	0
tyrosine transaminase	0	0	0
tyrosyl-tRNA synthetase	0	0	0
tyrosyl-tRNA synthetase	0	0	0
UDP-glucose:ergosterol glucosyltransferase	0	0	0
UDP-N-acetylglucosamine diphosphorylase	0	0	0
UDPglucose 4-epimerase	0	0	0
UDPglucose--hexose-1-phosphate uridylyltransferase	0	0	0
UMP kinase	0	0	0
UMP kinase	0	0	0
uracil phosphoribosyltransferase	0	0	0
urea carboxylase	0	0	0
ureidoglycolate hydrolase	0	0	0
uridine kinase (ATP:uridine)	0	0	0
uridine kinase (GTP:uridine)	0	0	0
uridylate kinase (dUMP)	0	0	0
uridylate kinase (dUMP)	0	0	0
uroporphyrinogen decarboxylase (uroporphyrinogen III)	0	0	0
uroporphyrinogen methyltransferase	0	0	0
uroporphyrinogen-III synthase	0	0	0
UTP-glucose-1-phosphate uridylyltransferase	0	0	0
V-ATPase, Golgi	0	0	0
V-ATPase, vacuole	0	0	0
valine transaminase	0	0	0
valine transaminase, mitochondiral	0	0	0
valyl-tRNA synthetase	0	0	0
valyl-tRNA synthetase	0	0	0
xanthine phosphoribosyltransferase	0	0	0
xylitol dehydrogenase (D-xyulose-forming)	0	0	2.000000e-01
xylose reductase	0	0	2.000000e-01
xylulokinase	0	0	2.000000e-01
yUMP synthetase	0	0	0
(R)-mevalonate transport	0	0	0
(R,R)-butanediol transport	0	0	0
2-oxoadipate and 2-oxoglutarate transport	0	0	0
3-hexaprenyl-4,5-dihydroxybenzoate transport	0	0	0
4-aminobutyrate transport	0	0	0
5-aminolevulinate transport	0	0	0
5-formyltetrahydrofolic acid transport	0	0	0
8-Amino-7-oxononanoate transport	0	0	0
acetate transport	-5.000000e-01	0	0
acetic ester transport	0	0	0
adenine transport	0	0	0
adenosine transport	0	0	0
ADP/ATP transporter	1.167377e+00	5.083574e-01	4.643701e-01
ADP/ATP transporter	0	0	0
AKG transporter, mitochonrial	0	0	0
allantoate uniport	0	0	0
allantoin uniport	0	0	0
ammonia transport	1.563747e-03	2.070774e-03	1.773043e-03
AMP/ATP transporter	0	0	0
aspartate-glutamate transporter	5.493741e-02	0	1.690023e-01
biotin uptake	0	0	0
carnithine-acetylcarnithine carrier	0	0	0
ceramide-2' (sphinganine:n-C24:0OH) transport	0	0	0
ceramide-2' (sphinganine:n-C26:0OH) transport	0	0	0
ceramide-3 (Phytosphingosine:n-C24:0OH) transport	0	0	0
ceramide-3 (Phytosphingosine:n-C26:0OH) transport	0	0	0
choline transport	0	0	0
citrate transport	0	-8.564578e-02	0
citrate transport	0	0	0
citrate transport	0	0	0
coenzyme A transport	7.903012e-03	1.046851e-02	2.473566e-03
CTP transport	4.514112e-05	5.977762e-05	5.118293e-05
CTP/CMP antiport	0	0	0
cytidine transport	0	0	0
cytosine transport	0	0	0
D-fructose transport	0	0	0
D-galactose transport	0	0	0
D-lactate transport	0	0	0
D-lactate transport	0	0	0
D-lactate/pyruvate antiport	0	0	0
D-mannose transport	0	0	0
episterol transport	0	0	0
ergosterol transport	0	0	0
ethanolamine transport	0	0	0
fadH2 transport	0	0	0
fecosterol transport	0	0	0
GDP-mannose antiport	0	0	0
glucose transport	0	0	0
glutathione transport	0	0	0
glutathione transport	0	0	0
glycero-3-phospho-1-inositol transport	0	0	0
glycero-3-phosphocholine transport	0	0	0
glycerol transport	0	3.333333e-01	0
glycerol transport via channel	0	0	0
glycine transport	0	0	0
glycogen vacuolar 'transport' via autophagy	0	0	0
GTP/GDP translocase	0	0	0
guanine transport	0	0	0
inositol transport	0	0	0
iron (II) transport	0	0	0
iron (II) transport	0	0	0
isoamyl acetate transport	0	0	0
isobutyl acetate transport	0	0	0
isopentenyl diphosphate transport	0	0	0
L-alanine transport	0	0	0
L-arganine transport	0	0	0
L-arganine transport	0	0	0
L-asparagine transport	0	0	0
L-asparagine transport	0	0	0
L-aspartate transport	0	0	0
L-aspartate transport	0	0	0
L-aspartate transport	0	0	0
L-carnitine transport	0	0	0
L-cystine transport	0	0	0
L-cystine transport	0	0	0
L-glutamate transport	0	0	0
L-glutamate transport	0	0	0
L-glutamate transport	0	0	0
L-glutamine transport	0	0	0
L-glutamine transport	0	0	0
L-glutamine transport	0	0	0
L-histidine transport, vacuolar	0	0	0
L-histidine transport	0	0	0
L-isoleucine transport	0	0	0
L-isoleucine transport	0	0	0
L-isoleucine transport	0	0	0
L-isoleucine transport	0	0	0
L-lactate transport	0	0	0
L-lactate transport	0	0	0
L-leucine transport, vacuoluar	0	0	0
L-leucine transport, vacuoluar	0	0	0
L-leucine transport, vacuoluar	0	0	0
L-leucine transport	0	0	0
L-lysine transport	0	0	0
L-lysine transport	0	0	0
L-methionine transport	0	0	0
L-phenylalanine transport	0	0	0
L-proline transport	0	0	0
L-serine transport	0	0	0
L-threonine transport	0	0	0
L-tryptophan transport	0	0	0
L-tyrosine transport	0	0	0
L-tyrosine transport	0	0	0
L-tyrosine transport	0	0	0
L-tyrosine transport	0	0	0
L-valine transport	0	0	0
lanosterol transport	0	0	0
malate transport	0	0	0
maltose transport	0	0	0
NAD transport	0	0	0
NAD transport	0	0	0
NAD transport	0	0	0
NAD transport	0	0	0
nicotinate transport	0	0	0
octadecanoate (n-C18:0) transport	0	0	0
ornithine transport	0	0	0
orntithine transport	0	0	0
oxaloacetate transport	0	0	0
pantothenate transport	0	0	0
pentaprenyl diphosphate transport	0	0	0
phosphate transport	1.824932e-03	2.416646e-03	2.069186e-03
phosphate transport	1.431039e-01	4.563261e-01	4.368481e-01
potassium transport	0	0	0
putrescine excretion	0	0	0
putrescine transport	0	0	0
putrescine transport	0	0	0
pyridoxine symport	0	0	0
pyruvate transport	0	0	0
S-adenosyl-L-methionine transport	0	0	0
S-adenosyl-L-methionine transport	0	0	0
S-methylmethionine permease	0	0	0
sodium proton antiporter	0	0	0
spermidine transport	0	0	0
spermidine transport	0	0	0
spermine transport	0	0	0
spermine transport	0	0	0
succinate transport	0	0	0
succinate-fumarate transport	0	0	0
sulfate uniport	0	0	0
sulfite transport	0	0	0
taurine transport	0	0	0
thiamine transport	0	0	0
UDPgalactose transport	0	0	0
uracil transport	0	0	0
urea transport	0	0	0
uridine transport	0	0	0
UTP transport	0	0	0
UTP/UMP antiport	0	0	0
water diffusion	-5.125436e-01	-1.038639e+00	-4.622666e-01
zymosterol transport	0	0	0
inositol-P-ceramide B' (C24) [Golgi] SLIME rxn	0	0	0
inositol-P-ceramide B' (C26) [Golgi] SLIME rxn	0	0	0
inositol-P-ceramide C (C24) [Golgi] SLIME rxn	0	0	0
inositol-P-ceramide C (C26) [Golgi] SLIME rxn	0	0	0
inositol-P-ceramide A (C24) [Golgi] SLIME rxn	0	0	0
inositol-P-ceramide A (C26) [Golgi] SLIME rxn	0	0	0
inositol-P-ceramide B (C24) [Golgi] SLIME rxn	0	0	0
inositol-P-ceramide B (C26) [Golgi] SLIME rxn	0	0	0
inositol-P-ceramide D (C24) [Golgi] SLIME rxn	0	0	0
inositol-P-ceramide D (C26) [Golgi] SLIME rxn	0	0	0
inositol phosphomannosylinositol phosphoceramide A (C24) [Golgi] SLIME rxn	0	0	0
inositol phosphomannosylinositol phosphoceramide A (C26) [Golgi] SLIME rxn	0	0	0
inositol phosphomannosylinositol phosphoceramide B' (C24) [Golgi] SLIME rxn	0	0	0
inositol phosphomannosylinositol phosphoceramide B' (C26) [Golgi] SLIME rxn	0	0	0
inositol phosphomannosylinositol phosphoceramide B (C24) [Golgi] SLIME rxn	0	0	0
inositol phosphomannosylinositol phosphoceramide B (C26) [Golgi] SLIME rxn	0	0	0
inositol phosphomannosylinositol phosphoceramide C (C24) [Golgi] SLIME rxn	0	0	0
inositol phosphomannosylinositol phosphoceramide C (C26) [Golgi] SLIME rxn	0	0	0
inositol phosphomannosylinositol phosphoceramide D (C24) [Golgi] SLIME rxn	0	0	0
inositol phosphomannosylinositol phosphoceramide D (C26) [Golgi] SLIME rxn	0	0	0
mannosylinositol phosphorylceramide B' (C24) [Golgi] SLIME rxn	0	0	0
mannosylinositol phosphorylceramide B' (C26) [Golgi] SLIME rxn	0	0	0
mannosylinositol phosphorylceramide C (C24) [Golgi] SLIME rxn	0	0	0
mannosylinositol phosphorylceramide C (C26) [Golgi] SLIME rxn	0	0	0
mannosylinositol phosphorylceramide A (C24) [Golgi] SLIME rxn	0	0	0
mannosylinositol phosphorylceramide A (C26) [Golgi] SLIME rxn	0	0	0
mannosylinositol phosphorylceramide B (C24) [Golgi] SLIME rxn	0	0	0
mannosylinositol phosphorylceramide B (C26) [Golgi] SLIME rxn	0	0	0
mannosylinositol phosphorylceramide D (C24) [Golgi] SLIME rxn	0	0	0
mannosylinositol phosphorylceramide D (C26) [Golgi] SLIME rxn	0	0	0
(1->3)-beta-D-glucan exchange	0	0	0
(1->3)-beta-D-glucan transport	0	0	0
(R)-carnitine exchange	0	0	0
(R)-lactate exchange	0	0	0
(R)-mevalonate exchange	0	0	0
(R)-pantothenate exchange	0	0	0
(R,R)-2,3-butanediol exchange	0	0	0
(S)-3-methyl-2-oxopentanoate exchange	0	0	0
(S)-lactate exchange	0	0	0
(S)-malate exchange	0	0	0
1-(sn-glycero-3-phospho)-1D-myo-inositol exchange	0	0	0
1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion	0	0	0
1D-myo-inositol 1-phosphate transport	0	0	0
2'-deoxyadenosine exchange	0	0	0
2'-deoxyinosine exchange	0	0	0
2-dehydro-3-deoxy-D-arabino-heptonate7-phohsphate transport	0	0	0
2-dehydropantoate transport	0	0	0
2-isopropylmalate exchange	0	0	0
2-isopropylmalate transport	0	0	0
2-isopropylmalate transport	0	0	0
2-methyl-1-butanol transport	0	0	0
2-methyl-1-butanol transport	0	0	0
2-methylbutanal exchange	0	0	0
2-methylbutanal transport	0	0	0
2-methylbutanal transport	0	0	0
2-methylbutanol exchange	0	0	0
2-methylpropanal transport	0	0	0
2-methylpropanal transport	0	0	0
2-oxobutanoate transporter	0	0	0
2-oxoglutarate exchange	0	0	0
2-oxoglutarate transport	0	0	0
2-oxoglutarate transport	0	0	0
2-phenylethanol exchange	0	0	0
2-phenylethanol transport	0	0	0
2-phenylethanol transport	0	0	0
3-carboxy-4-methyl-2-oxopentanoate transport	0	0	0
3-methyl-2-oxopentanoate transport	0	0	0
3-methyl-oxopentanoate trasport	0	0	0
3-methylbutanal exchange	0	0	0
3-methylbutanal transport	0	0	0
3-methylbutanal transport	0	0	0
3-octaprenyl-4-hydroxybenzoate transport	0	0	0
4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase	0	0	0
4-aminobenzoate exchange	0	0	0
4-aminobenzoate transport	0	0	0
4-aminobenzoate transport	0	0	0
4-aminobutanal transport	0	0	0
4-aminobutyrate transport	0	0	0
4-hydroxy-2-oxoglutarate transport	0	0	0
4-hydroxy-2-oxoglutarate transport	0	0	0
4-hydroxybenzoate transport	0	0	0
5'-nucleotidase (GMP)	0	0	0
5-aminolevulinate exchange	0	0	0
5-aminolevulinate transport	0	0	0
5-formethyltetrahydrofolate cyclo-ligase	0	0	0
5-formyltetrahydrofolate:10-formyltetrahydrofolate isomerase	0	0	0
5-formyltetrahydrofolic acid exchange	0	0	0
7,8-diaminononanoate exchange	0	0	0
7,8-diaminononanoate transport	0	0	0
8-amino-7-oxononanoate exchange	0	0	0
9H-xanthine exchange	0	0	0
acetaldehyde exchange	0	0	0
acetaldehyde transport	0	0	0
acetaldehyde transport	0	0	0
acetate exchange	-5.000000e-01	0	0
acetate transport	0	0	0
acetyl-CoA transport	0	0	0
acetylcarnitine transport	0	0	0
adenine exchange	0	0	0
adenine transport	0	0	0
adenosine 3',5'-bismonophosphate exchange	0	0	0
adenosine 3',5'-bisphosphate transport	0	0	0
adenosine exchange	0	0	0
ADP transport	0	0	0
ADP transport	0	0	0
AKG transporter, peroxisome	0	0	0
allantoate exchange	0	0	0
allantoin exchange	0	0	0
alpha,alpha-trehalose exchange	0	0	0
alpha-D-glucosamine 6-phosphate exchange	0	0	0
alpha-ketoglutarate/malate transporter	0	0	0
ammonium exchange	-1.563747e-03	-2.070774e-03	-1.773043e-03
AMP transport	0	0	0
arginine transport	0	0	0
asparagine transport	0	0	0
aspartate-glutamate transporter	0	0	0
ATP diffusion	0	0	0
ATP transport	0	0	0
bicarbonate formation	2.124873e-01	2.813837e-01	2.409261e-01
bicarbonate transport	0	0	0
biotin exchange	0	0	0
carbon dioxide exchange	4.583562e-01	2.827342e-01	3.858604e-01
carnitine transport	0	0	0
carnitine-acetylcarnitine carrier	0	0	0
CDP transport	0	0	0
ceramide transport	0	0	0
ceramide transport	0	0	0
ceramide transport	0	0	0
ceramide transport	0	0	0
ceramide transport	0	0	0
ceramide transport	0	0	0
choline exchange	0	0	0
choline transport	0	0	0
citrate transport	0	0	0
citrate(3-) exchange	0	0	0
citrate/isocitrate antiport	0	0	0
citrate/malate antiport	0	0	0
CO2 transport	0	0	0
CO2 transport	0	0	0
CO2 transport	0	0	0
CO2 transport	-2.123342e-01	-1.186372e-01	-8.031579e-03
CO2 transport	4.583562e-01	2.827342e-01	3.858604e-01
coenzyme A transport	0	0	0
coenzyme A transport	0	0	0
coenzyme A transport	0	0	0
cytidine exchange	0	0	0
cytidylate kinase (CMP)	1.824932e-03	2.416646e-03	2.069186e-03
cytidylate kinase (dCMP)	0	0	0
cytosine exchange	0	0	0
D-arabinose exchange	0	0	0
D-arabinose transport	0	0	0
D-erythrose 4-phosphate transport	0	0	0
D-fructose exchange	0	0	0
D-galactose exchange	0	0	0
D-galacturonate exchange	0	0	0
D-glucitol exchange	0	0	0
D-glucosamine 6-phosphate uniport	0	0	0
D-glucose exchange	0	0	0
D-mannose exchange	0	0	0
D-ribose exchange	0	0	0
D-sorbitol transport	0	0	0
D-xylose exchange	0	0	-2.000000e-01
D-xylose transport	0	0	2.000000e-01
dADP transport	0	0	0
dCDP transport	0	0	0
deamino-NAD+ diffusion	0	0	0
decanoate exchange	0	0	0
deoxyadenosine transport	0	0	0
deoxyadenylate kinase	0	0	0
deoxyinosine transport	0	0	0
dGDP transport	0	0	0
dhnpt transport	0	0	0
dihydrofolate transport	0	0	0
dihydropteroate transport	0	0	0
dihydroxyacetone phosphate transport	0	-2.988881e-05	0
diphosphate transport	0	0	0
dolichol phosphate transport	0	0	0
dTTP exchange	0	0	0
dTTP uniport	0	0	0
dUDP diffusion	0	0	0
dUMP transport	0	0	0
episterol exchange	0	0	0
ergosta-5,6,22,24,(28)-tetraen-3beta-ol transport	1.317551e-03	1.744752e-03	1.493895e-03
ergosterol exchange	0	0	0
ergosterol transport	1.317551e-03	1.744752e-03	1.493895e-03
ergosterol transport	0	0	0
ergosterol transport	0	0	0
ethanol exchange	0	0	0
ethanol transport	0	0	0
ethanol transport, mitochondrial	0	0	0
ethanolamine exchange	0	0	0
ethyl acetate exchange	0	0	0
farnesyl diphosphate transport	0	0	0
fatty acid transport	0	0	0
fatty acid transport	0	0	0
fatty acid transport	0	0	0
fatty acid transport	0	0	0
fatty acid transport	0	0	0
fatty acid transport	0	0	0
myristate (n-C14:0) transport	0	0	0
fecosterol exchange	0	0	0
FMN adenylyltransferase	0	0	0
FMN exchange	0	0	0
formate exchange	0	0	0
formate transport	0	0	0
formate transport	0	0	0
formate transport	0	0	0
fumarate(2-) exchange	0	0	0
gamma-aminobutyrate exchange	0	0	0
GDP transport	0	0	0
GDP transport	0	0	0
GDP-alpha-D-mannose transport	0	0	0
glucose transport, vacuolar	0	0	0
glutathione disulfide exchange	0	0	0
glutathione exchange	0	0	0
glycerol exchange	0	-3.333333e-01	0
glycerol-3-phosphate shuttle	2.257056e-05	0	2.559147e-05
glycine exchange	0	0	0
glycine transport	2.395091e-03	3.171673e-03	1.221761e-03
glycoaldehyde transport	0	0	0
glycoaldehyde transport	0	0	0
glycolaldehyde exchange	0	0	0
glyoxylate exchange	0	0	0
glyoxylate transport	0	0	0
glyoxylate transport	0	0	0
guanine exchange	0	0	0
guanine transport	0	0	0
guanosine exchange	0	0	0
guanosine transport	0	0	0
guanosine transport	0	0	0
H+ diffusion	4.867993e-01	0	0
H+ diffusion	2.635102e-03	3.489504e-03	2.987791e-03
H+ diffusion	0	0	0
H+ diffusion	-3.674842e-04	-5.717620e-04	-8.680181e-04
H+ diffusion	0	0	0
H+ diffusion	0	0	0
H+ diffusion	0	0	0
H+ exchange	-4.886242e-01	-3.357500e-01	-2.069186e-03
hexacosanoyl-CoA transport	0	0	0
